feedback_id,customer_id,feedback_date,rating,feedback_text,sentiment_label
FB0002215,CUST003499,2022-01-09,5,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0002216,CUST003500,2026-04-21,4,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0002217,CUST003504,2023-10-23,2,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0002218,CUST003505,2025-07-14,4,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0002219,CUST003506,2023-04-28,1,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0002220,CUST003506,2022-12-30,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002221,CUST003513,2026-06-03,4,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0002222,CUST003514,2021-01-28,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002223,CUST003515,2025-07-29,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002224,CUST003516,2024-09-29,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002225,CUST003516,2025-05-14,4,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0002226,CUST003517,2026-02-10,4,"Really happy with the content library, discovered several great shows this month.",Positive
FB0002227,CUST003518,2025-11-12,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002228,CUST003520,2025-02-12,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002229,CUST003521,2024-08-02,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0002230,CUST003526,2026-03-24,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0002231,CUST003526,2023-05-22,2,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0002232,CUST003526,2025-12-24,5,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0002233,CUST003528,2022-07-17,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002234,CUST003528,2022-09-13,5,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0002235,CUST003528,2022-06-08,2,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0002236,CUST003531,2025-03-27,2,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0002237,CUST003535,2025-07-13,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002238,CUST003536,2022-01-06,2,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0002239,CUST003536,2022-12-11,1,"Customer support took too long to respond to my billing complaint, very disappointing experience.",Negative
FB0002240,CUST003541,2023-10-08,1,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0002241,CUST003541,2023-04-22,5,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0002242,CUST003542,2023-11-30,2,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0002243,CUST003542,2026-02-01,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002244,CUST003545,2020-08-21,2,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0002245,CUST003547,2026-05-13,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0002246,CUST003549,2023-03-13,4,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0002247,CUST003549,2021-09-30,2,"Customer support took too long to respond to my billing complaint, very disappointing experience.",Negative
FB0002248,CUST003552,2025-08-02,4,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0002249,CUST003557,2025-01-01,2,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0002250,CUST003560,2025-10-19,5,"Really happy with the content library, discovered several great shows this month.",Negative
FB0002251,CUST003560,2026-06-10,4,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0002252,CUST003560,2024-10-26,4,"Really happy with the content library, discovered several great shows this month.",Positive
FB0002253,CUST003563,2021-04-27,5,"Really happy with the content library, discovered several great shows this month.",Positive
FB0002254,CUST003565,2024-11-11,5,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0002255,CUST003566,2024-12-31,1,"Customer support took too long to respond to my billing complaint, very disappointing experience.",Negative
FB0002256,CUST003567,2025-07-26,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002257,CUST003568,2023-10-13,2,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0002258,CUST003569,2026-04-18,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002259,CUST003570,2025-03-13,5,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0002260,CUST003572,2022-12-13,1,"Customer support took too long to respond to my billing complaint, very disappointing experience.",Negative
FB0002261,CUST003572,2022-11-07,5,"Really happy with the content library, discovered several great shows this month.",Positive
FB0002262,CUST003573,2026-06-06,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002263,CUST003573,2026-06-14,1,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0002264,CUST003574,2026-06-12,5,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0002265,CUST003576,2019-10-28,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002266,CUST003579,2026-03-29,1,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0002267,CUST003584,2024-04-23,2,"Not enough new content being added, feels like I have already watched everything worth watching.",Negative
FB0002268,CUST003587,2025-01-30,1,"Not enough new content being added, feels like I have already watched everything worth watching.",Negative
FB0002269,CUST003597,2025-09-03,2,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0002270,CUST003597,2024-05-26,3,"Average experience overall, some months are better than others depending on new releases.",Negative
FB0002271,CUST003602,2021-07-06,5,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0002272,CUST003603,2024-07-06,5,"Really happy with the content library, discovered several great shows this month.",Positive
FB0002273,CUST003605,2023-06-10,4,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0002274,CUST003608,2024-12-19,4,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0002275,CUST003610,2025-01-31,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002276,CUST003610,2025-07-29,5,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0002277,CUST003610,2024-10-23,4,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0002278,CUST003613,2026-06-01,1,"Not enough new content being added, feels like I have already watched everything worth watching.",Negative
FB0002279,CUST003613,2021-08-02,1,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0002280,CUST003615,2025-02-08,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002281,CUST003616,2025-12-20,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002282,CUST003618,2026-05-29,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002283,CUST003619,2026-03-12,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002284,CUST003619,2026-05-29,4,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0002285,CUST003620,2025-07-21,2,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0002286,CUST003623,2025-04-23,1,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0002287,CUST003623,2026-04-28,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002288,CUST003624,2026-03-25,5,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0002289,CUST003624,2025-10-03,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002290,CUST003626,2023-06-05,1,"Not enough new content being added, feels like I have already watched everything worth watching.",Negative
FB0002291,CUST003628,2025-10-09,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002292,CUST003631,2025-02-25,1,"Not enough new content being added, feels like I have already watched everything worth watching.",Neutral
FB0002293,CUST003632,2026-04-29,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0002294,CUST003634,2026-01-14,1,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0002295,CUST003639,2026-05-14,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002296,CUST003640,2023-07-28,1,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0002297,CUST003643,2026-04-06,4,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0002298,CUST003644,2026-05-19,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002299,CUST003645,2024-04-26,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002300,CUST003646,2026-06-28,5,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0002301,CUST003647,2024-05-20,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002302,CUST003649,2021-06-23,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002303,CUST003649,2024-07-30,5,"Really happy with the content library, discovered several great shows this month.",Positive
FB0002304,CUST003650,2026-04-22,2,"Customer support took too long to respond to my billing complaint, very disappointing experience.",Negative
FB0002305,CUST003650,2026-05-04,5,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0002306,CUST003652,2023-10-25,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002307,CUST003652,2024-03-19,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002308,CUST003652,2025-04-03,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002309,CUST003654,2025-12-12,4,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0002310,CUST003655,2023-12-20,4,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0002311,CUST003655,2024-01-15,4,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0002312,CUST003655,2021-12-31,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002313,CUST003656,2026-05-25,2,"Customer support took too long to respond to my billing complaint, very disappointing experience.",Negative
FB0002314,CUST003657,2025-06-09,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002315,CUST003658,2021-08-16,4,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0002316,CUST003660,2023-06-14,2,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0002317,CUST003662,2021-07-18,5,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0002318,CUST003662,2020-11-27,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002319,CUST003662,2021-09-23,4,"Really happy with the content library, discovered several great shows this month.",Positive
FB0002320,CUST003662,2023-05-22,4,"Really happy with the content library, discovered several great shows this month.",Positive
FB0002321,CUST003666,2025-05-26,1,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0002322,CUST003666,2022-08-27,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002323,CUST003667,2025-04-17,5,"Really happy with the content library, discovered several great shows this month.",Positive
FB0002324,CUST003668,2020-11-15,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002325,CUST003672,2024-12-02,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002326,CUST003672,2025-11-07,1,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0002327,CUST003672,2026-05-06,5,"Really happy with the content library, discovered several great shows this month.",Positive
FB0002328,CUST003673,2024-10-04,4,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0002329,CUST003674,2024-10-05,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002330,CUST003675,2023-03-02,2,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0002331,CUST003676,2024-01-22,5,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0002332,CUST003677,2024-10-24,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002333,CUST003677,2024-08-16,2,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0002334,CUST003679,2023-08-19,1,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0002335,CUST003681,2026-01-13,2,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0002336,CUST003685,2023-06-03,1,"Not enough new content being added, feels like I have already watched everything worth watching.",Negative
FB0002337,CUST003686,2020-06-19,4,"Really happy with the content library, discovered several great shows this month.",Positive
FB0002338,CUST003686,2022-07-19,5,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0002339,CUST003687,2019-12-13,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002340,CUST003687,2025-10-25,5,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Neutral
FB0002341,CUST003688,2025-12-17,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002342,CUST003688,2025-06-15,3,"Average experience overall, some months are better than others depending on new releases.",Positive
FB0002343,CUST003691,2025-08-15,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0002344,CUST003692,2023-05-10,4,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0002345,CUST003694,2025-05-04,5,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0002346,CUST003696,2024-01-07,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0002347,CUST003696,2026-05-25,2,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0002348,CUST003697,2023-05-08,5,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0002349,CUST003698,2024-02-25,5,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0002350,CUST003698,2024-01-26,5,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0002351,CUST003698,2025-11-06,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002352,CUST003699,2023-07-17,1,"Not enough new content being added, feels like I have already watched everything worth watching.",Negative
FB0002353,CUST003699,2026-01-08,4,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0002354,CUST003699,2022-06-23,2,"Not enough new content being added, feels like I have already watched everything worth watching.",Negative
FB0002355,CUST003699,2023-05-12,1,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0002356,CUST003705,2023-09-13,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002357,CUST003706,2019-11-21,2,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0002358,CUST003707,2022-05-29,1,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0002359,CUST003707,2023-06-09,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002360,CUST003708,2025-12-19,2,"Customer support took too long to respond to my billing complaint, very disappointing experience.",Negative
FB0002361,CUST003710,2026-01-15,5,The streaming quality has been excellent and the app feels much faster after the update.,Neutral
FB0002362,CUST003713,2022-07-05,5,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0002363,CUST003715,2026-01-27,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002364,CUST003717,2026-02-14,5,"Really happy with the content library, discovered several great shows this month.",Positive
FB0002365,CUST003719,2024-12-06,4,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0002366,CUST003723,2023-01-28,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002367,CUST003725,2023-04-06,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0002368,CUST003725,2024-11-29,5,"Really happy with the content library, discovered several great shows this month.",Positive
FB0002369,CUST003729,2025-12-31,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002370,CUST003730,2026-02-21,4,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0002371,CUST003731,2023-03-01,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002372,CUST003735,2024-10-25,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002373,CUST003735,2025-10-31,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002374,CUST003735,2023-02-06,2,"Not enough new content being added, feels like I have already watched everything worth watching.",Negative
FB0002375,CUST003738,2024-08-18,4,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0002376,CUST003739,2024-01-12,4,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0002377,CUST003740,2026-04-12,2,"Customer support took too long to respond to my billing complaint, very disappointing experience.",Positive
FB0002378,CUST003744,2025-06-06,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002379,CUST003746,2022-06-19,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002380,CUST003747,2022-03-30,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002381,CUST003749,2024-01-30,5,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0002382,CUST003750,2021-01-15,2,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0002383,CUST003751,2026-06-06,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002384,CUST003754,2023-09-06,2,Cancelled my plan because the price increase was not worth the content available right now.,Positive
FB0002385,CUST003755,2024-12-06,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002386,CUST003755,2026-06-08,4,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0002387,CUST003757,2026-05-20,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002388,CUST003757,2026-05-23,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002389,CUST003759,2024-05-09,4,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0002390,CUST003760,2026-03-10,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002391,CUST003762,2026-04-10,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0002392,CUST003763,2026-03-03,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002393,CUST003764,2023-03-21,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002394,CUST003765,2024-08-22,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002395,CUST003766,2025-04-05,1,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0002396,CUST003766,2025-04-26,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002397,CUST003767,2025-11-09,5,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0002398,CUST003770,2023-05-31,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002399,CUST003772,2026-01-01,5,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0002400,CUST003774,2022-12-04,2,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0002401,CUST003776,2025-06-13,4,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0002402,CUST003777,2025-01-16,1,"Not enough new content being added, feels like I have already watched everything worth watching.",Negative
FB0002403,CUST003777,2026-06-03,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002404,CUST003777,2024-09-27,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0002405,CUST003777,2025-08-31,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002406,CUST003780,2026-02-23,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002407,CUST003781,2023-10-04,5,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0002408,CUST003785,2022-01-25,5,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0002409,CUST003786,2021-12-22,5,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0002410,CUST003786,2021-12-17,5,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0002411,CUST003786,2024-01-17,4,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0002412,CUST003788,2024-11-29,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002413,CUST003792,2025-12-05,2,"Not enough new content being added, feels like I have already watched everything worth watching.",Negative
FB0002414,CUST003796,2022-12-25,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002415,CUST003797,2022-07-24,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002416,CUST003798,2024-09-11,1,"Customer support took too long to respond to my billing complaint, very disappointing experience.",Negative
FB0002417,CUST003799,2023-02-21,5,"Really happy with the content library, discovered several great shows this month.",Positive
FB0002418,CUST003799,2025-02-22,1,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0002419,CUST003799,2024-02-12,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002420,CUST003800,2026-06-15,2,"Customer support took too long to respond to my billing complaint, very disappointing experience.",Neutral
FB0002421,CUST003801,2025-12-03,4,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0002422,CUST003805,2024-10-27,4,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0002423,CUST003805,2024-02-10,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002424,CUST003805,2025-07-27,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0002425,CUST003805,2025-09-01,1,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0002426,CUST003809,2023-02-20,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002427,CUST003809,2025-05-29,4,"Really happy with the content library, discovered several great shows this month.",Positive
FB0002428,CUST003810,2022-12-01,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002429,CUST003813,2021-06-15,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002430,CUST003814,2025-07-04,5,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0002431,CUST003814,2025-04-01,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002432,CUST003816,2022-03-03,4,"Really happy with the content library, discovered several great shows this month.",Positive
FB0002433,CUST003817,2026-04-21,1,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0002434,CUST003821,2026-01-04,1,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0002435,CUST003821,2026-06-17,5,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0002436,CUST003822,2024-01-29,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002437,CUST003823,2026-05-28,1,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0002438,CUST003823,2026-01-11,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002439,CUST003825,2026-01-05,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002440,CUST003826,2020-10-13,2,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0002441,CUST003836,2026-06-10,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0002442,CUST003837,2025-01-02,5,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0002443,CUST003837,2024-02-04,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002444,CUST003837,2024-10-18,1,"Customer support took too long to respond to my billing complaint, very disappointing experience.",Negative
FB0002445,CUST003840,2025-05-09,1,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0002446,CUST003841,2026-01-24,5,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0002447,CUST003842,2021-07-13,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002448,CUST003845,2024-01-07,1,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0002449,CUST003845,2024-04-01,4,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0002450,CUST003845,2021-08-19,4,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0002451,CUST003846,2025-09-05,2,"Customer support took too long to respond to my billing complaint, very disappointing experience.",Negative
FB0002452,CUST003847,2024-03-19,2,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0002453,CUST003848,2022-07-31,5,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0002454,CUST003848,2024-03-04,4,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0002455,CUST003848,2024-06-09,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002456,CUST003849,2025-05-28,1,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0002457,CUST003850,2023-03-31,1,The app keeps crashing on my device and I have not been able to watch anything for days.,Positive
FB0002458,CUST003850,2022-05-10,4,"Really happy with the content library, discovered several great shows this month.",Positive
FB0002459,CUST003853,2025-12-23,5,"Really happy with the content library, discovered several great shows this month.",Positive
FB0002460,CUST003853,2024-07-29,3,"Average experience overall, some months are better than others depending on new releases.",Negative
FB0002461,CUST003855,2023-07-12,5,The streaming quality has been excellent and the app feels much faster after the update.,Positive
FB0002462,CUST003855,2025-03-24,2,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0002463,CUST003855,2026-02-26,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002464,CUST003858,2026-02-28,1,"Customer support took too long to respond to my billing complaint, very disappointing experience.",Negative
FB0002465,CUST003858,2023-02-18,1,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0002466,CUST003858,2020-07-20,1,"Not enough new content being added, feels like I have already watched everything worth watching.",Negative
FB0002467,CUST003861,2025-02-03,1,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0002468,CUST003862,2021-05-03,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002469,CUST003863,2023-08-25,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002470,CUST003863,2025-05-22,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002471,CUST003873,2023-02-05,2,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0002472,CUST003873,2023-11-19,2,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0002473,CUST003876,2025-09-11,1,Cancelled my plan because the price increase was not worth the content available right now.,Negative
FB0002474,CUST003876,2025-10-22,2,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0002475,CUST003876,2023-12-08,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002476,CUST003876,2025-03-07,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002477,CUST003878,2025-01-03,1,The app keeps crashing on my device and I have not been able to watch anything for days.,Negative
FB0002478,CUST003882,2025-07-26,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002479,CUST003882,2025-07-15,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002480,CUST003883,2024-12-16,4,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0002481,CUST003884,2026-05-02,5,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
FB0002482,CUST003884,2026-04-15,1,"Customer support took too long to respond to my billing complaint, very disappointing experience.",Negative
FB0002483,CUST003884,2026-04-25,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002484,CUST003887,2024-01-19,5,"Great value for the price, my whole family uses different profiles without any issues.",Positive
FB0002485,CUST003889,2026-01-29,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002486,CUST003892,2020-10-03,5,"Love the recommendation engine, it keeps suggesting shows I actually end up enjoying.",Positive
FB0002487,CUST003893,2022-04-12,1,Constant buffering issues during peak hours have made this frustrating to use lately.,Negative
FB0002488,CUST003895,2024-10-22,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002489,CUST003897,2026-02-04,3,The service is decent but the content library could use more variety in regional languages.,Neutral
FB0002490,CUST003897,2026-06-15,3,"Average experience overall, some months are better than others depending on new releases.",Neutral
FB0002491,CUST003898,2023-12-07,3,"It works fine most of the time, occasional buffering but nothing major to complain about.",Neutral
FB0002492,CUST003901,2026-06-22,4,Customer support resolved my issue quickly and the experience was smooth overall.,Positive
