ticket_id,customer_id,ticket_date,issue_category,issue_subcategory,priority,ticket_status,resolution_time_hours,customer_satisfaction_score,ticket_description,support_agent_id
TCK0003590,CUST004637,2024-05-13,Streaming Quality,App crashing,Low,Resolved,7.5,3.0,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0006
TCK0003591,CUST004638,2025-06-04,Account Access,Account locked,Medium,Resolved,46.0,4.0,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0110
TCK0003592,CUST004645,2026-04-19,Account Access,Account locked,Low,Pending,,,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0012
TCK0003593,CUST004645,2023-02-13,Billing & Payments,Invoice question,Low,Pending,,,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0095
TCK0003594,CUST004646,2026-03-29,Account Access,Email verification issue,Low,Resolved,4.1,3.0,The verification email never arrived after I updated my email address in account settings.,AGT0080
TCK0003595,CUST004648,2022-09-26,Subscription,Plan downgrade request,Low,Resolved,7.3,4.0,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0110
TCK0003596,CUST004650,2025-02-14,Device & App,Download failure,Low,Pending,,,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0008
TCK0003597,CUST004651,2026-05-12,Streaming Quality,Buffering,Critical,Resolved,6.8,3.0,Streaming keeps buffering constantly even though my internet speed test shows more than enough bandwidth.,AGT0077
TCK0003598,CUST004651,2026-05-26,Billing & Payments,Failed payment,Low,Resolved,44.5,2.0,"Card declined during renewal, I had to retry three times before it finally went through and I am frustrated with this.",AGT0077
TCK0003599,CUST004651,2026-04-13,Streaming Quality,Buffering,Low,Resolved,4.1,4.0,The video quality drops and buffers every evening during peak hours which is very annoying.,AGT0058
TCK0003600,CUST004651,2026-06-09,Account Access,Login failure,High,Resolved,5.9,3.0,"Login keeps failing after the recent app update, this has been going on for two days now.",AGT0117
TCK0003601,CUST004652,2026-06-05,Account Access,Account locked,Low,Pending,,,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0083
TCK0003602,CUST004653,2022-01-13,Device & App,Download failure,Critical,Pending,,,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0036
TCK0003603,CUST004656,2023-11-13,Streaming Quality,Audio sync issue,High,Resolved,1.2,3.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0045
TCK0003604,CUST004656,2025-01-24,Content,Content removed,Medium,Resolved,83.0,3.0,A show I was halfway through watching was removed from the platform with no notice at all.,AGT0078
TCK0003605,CUST004658,2026-05-24,Streaming Quality,Buffering,High,Pending,,,The video quality drops and buffers every evening during peak hours which is very annoying.,AGT0046
TCK0003606,CUST004659,2021-09-16,Subscription,Plan upgrade request,Medium,Pending,,,I want to upgrade to the premium plan for better video quality and more simultaneous streams.,AGT0053
TCK0003607,CUST004663,2024-05-09,Streaming Quality,Audio sync issue,Low,Resolved,18.5,4.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0072
TCK0003608,CUST004665,2025-04-03,Device & App,Device not supported,Low,Pending,,,My new smart TV model shows the app as unsupported even though older models work fine.,AGT0114
TCK0003609,CUST004668,2025-12-12,Streaming Quality,Low resolution,Low,Resolved,42.3,3.0,Even on the premium plan the video quality looks like standard definition on my smart TV.,AGT0103
TCK0003610,CUST004669,2025-06-06,Content,Missing subtitles,Medium,Closed,3.2,4.0,Subtitles are missing for several titles in my preferred language even though it is listed as available.,AGT0063
TCK0003611,CUST004670,2021-06-02,Account Access,Password reset,Low,Pending,,,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0079
TCK0003612,CUST004672,2026-06-28,Streaming Quality,Buffering,Medium,Escalated,,,The video quality drops and buffers every evening during peak hours which is very annoying.,AGT0008
TCK0003613,CUST004673,2026-04-20,Content,Missing subtitles,Medium,Resolved,29.1,4.0,Subtitles are missing for several titles in my preferred language even though it is listed as available.,AGT0090
TCK0003614,CUST004674,2025-04-07,Account Access,Account locked,Low,Closed,6.6,5.0,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0046
TCK0003615,CUST004674,2023-08-23,Subscription,Plan upgrade request,High,Resolved,11.3,4.0,I want to upgrade to the premium plan for better video quality and more simultaneous streams.,AGT0040
TCK0003616,CUST004676,2025-03-18,Device & App,App not loading,High,Resolved,28.7,3.0,The app does not load past the splash screen on my gaming console since the last update.,AGT0074
TCK0003617,CUST004678,2021-03-19,Billing & Payments,Price dispute,Medium,Escalated,,,The price increased without any prior notice and I am not happy paying more for the same plan.,AGT0091
TCK0003618,CUST004680,2023-04-14,Device & App,Device not supported,Low,Resolved,24.2,5.0,My new smart TV model shows the app as unsupported even though older models work fine.,AGT0033
TCK0003619,CUST004682,,Billing & Payments,Failed payment,Medium,Resolved,37.8,4.0,"Card declined during renewal, I had to retry three times before it finally went through and I am frustrated with this.",AGT0050
TCK0003620,CUST004682,2026-01-27,Account Access,Account locked,Low,Resolved,18.3,5.0,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0102
TCK0003621,CUST004683,2022-09-05,Subscription,Cancellation request,Medium,Resolved,0.8,3.0,"I want to cancel my subscription immediately, I have not been using the service for the last few months.",AGT0111
TCK0003622,CUST004685,2022-05-21,Billing & Payments,Price dispute,High,Resolved,1.0,3.0,I did not receive any communication about the plan price change and feel this was handled poorly.,AGT0104
TCK0003623,CUST004686,2025-10-04,Subscription,Auto-renew complaint,Medium,Pending,,,I was auto renewed without any reminder notification and would like a refund for this cycle.,AGT0008
TCK0003624,CUST004687,2026-06-09,Device & App,Device not supported,Low,Resolved,27.4,3.0,My new smart TV model shows the app as unsupported even though older models work fine.,AGT0117
TCK0003625,CUST004687,2025-12-20,Subscription,Plan downgrade request,Low,Escalated,,,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0036
TCK0003626,CUST004688,2023-01-21,Account Access,Login failure,Low,Resolved,19.8,4.0,"Login keeps failing after the recent app update, this has been going on for two days now.",AGT0088
TCK0003627,CUST004689,2025-03-21,Device & App,App not loading,Low,Closed,27.8,4.0,The app does not load past the splash screen on my gaming console since the last update.,AGT0045
TCK0003628,CUST004691,2025-10-14,Streaming Quality,App crashing,Medium,Pending,,,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0006
TCK0003629,CUST004695,2022-01-13,Account Access,Password reset,High,Resolved,3.9,3.0,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0117
TCK0003630,CUST004696,2026-05-29,Subscription,Plan upgrade request,Medium,Resolved,17.1,4.0,I want to upgrade to the premium plan for better video quality and more simultaneous streams.,AGT0011
TCK0003631,CUST004696,2026-06-29,Account Access,Password reset,Low,Resolved,21.3,3.0,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0103
TCK0003632,CUST004696,2026-05-30,Content,Content removed,Critical,Closed,4.5,2.0,A show I was halfway through watching was removed from the platform with no notice at all.,AGT0069
TCK0003633,CUST004699,2024-11-26,Content,Content unavailable in region,Low,Resolved,14.2,3.0,Several titles I could watch last month are now unavailable in my region without any explanation.,AGT0084
TCK0003634,CUST004699,2025-06-15,Billing & Payments,Invoice question,Medium,Resolved,7.4,4.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0014
TCK0003635,CUST004700,2023-05-03,Content,Content removed,High,Closed,28.4,2.0,A show I was halfway through watching was removed from the platform with no notice at all.,AGT0035
TCK0003636,CUST004700,2025-11-05,Streaming Quality,App crashing,Medium,Pending,,,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0088
TCK0003637,CUST004701,2025-12-06,Billing & Payments,Refund request,Critical,Resolved,34.0,1.0,I want to request a refund since I cancelled within the trial period but was still charged the full amount.,AGT0073
TCK0003638,CUST004701,2026-01-20,Streaming Quality,Low resolution,Low,Closed,0.6,2.0,Even on the premium plan the video quality looks like standard definition on my smart TV.,AGT0113
TCK0003639,CUST004701,2026-05-05,Streaming Quality,Audio sync issue,High,Closed,19.9,1.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0044
TCK0003640,CUST004702,2025-06-23,Subscription,Plan upgrade request,Medium,Resolved,3.6,5.0,I want to upgrade to the premium plan for better video quality and more simultaneous streams.,AGT0102
TCK0003641,CUST004702,2025-07-05,Subscription,Cancellation request,Medium,Closed,13.2,5.0,"Please cancel my plan, the content library does not match what I expected when I signed up.",AGT0114
TCK0003642,CUST004703,2022-09-17,Subscription,Plan downgrade request,High,Pending,,,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0074
TCK0003643,CUST004704,2022-01-16,Account Access,Account locked,Low,Closed,27.2,4.0,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0111
TCK0003644,CUST004705,2026-05-14,Subscription,Plan downgrade request,Low,Resolved,3.4,4.0,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0071
TCK0003645,CUST004706,2025-12-20,Streaming Quality,Buffering,Medium,Resolved,0.5,1.0,The video quality drops and buffers every evening during peak hours which is very annoying.,AGT0048
TCK0003646,CUST004710,2024-07-26,Streaming Quality,App crashing,Low,Resolved,34.2,3.0,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0104
TCK0003647,CUST004712,2025-08-24,Subscription,Plan upgrade request,Medium,Pending,,,I want to upgrade to the premium plan for better video quality and more simultaneous streams.,AGT0106
TCK0003648,CUST004714,2024-12-14,Subscription,Cancellation request,Critical,Resolved,1.5,3.0,"Please cancel my plan, the content library does not match what I expected when I signed up.",AGT0057
TCK0003649,CUST004715,2022-10-08,Streaming Quality,Low resolution,Low,Closed,20.4,5.0,Even on the premium plan the video quality looks like standard definition on my smart TV.,AGT0009
TCK0003650,CUST004716,2022-03-17,Billing & Payments,Invoice question,Medium,Pending,,,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0109
TCK0003651,CUST004719,2026-01-22,Content,Missing subtitles,Medium,Resolved,15.4,3.0,Subtitles are missing for several titles in my preferred language even though it is listed as available.,AGT0051
TCK0003652,CUST004722,2025-10-04,Account Access,Email verification issue,Low,Pending,,,The verification email never arrived after I updated my email address in account settings.,AGT0043
TCK0003653,CUST004723,2026-02-11,Billing & Payments,Duplicate charge,Medium,Closed,4.7,1.0,There are two identical transactions on my statement for this billing cycle which should not have happened.,AGT0050
TCK0003654,CUST004724,2024-03-12,Content,Content unavailable in region,Low,Escalated,,,Several titles I could watch last month are now unavailable in my region without any explanation.,AGT0064
TCK0003655,CUST004725,2024-03-29,Subscription,Plan downgrade request,High,Resolved,12.7,5.0,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0081
TCK0003656,CUST004726,2026-03-05,Subscription,Plan upgrade request,Low,Resolved,9.6,4.0,I want to upgrade to the premium plan for better video quality and more simultaneous streams.,AGT0057
TCK0003657,CUST004727,2024-09-23,Device & App,Download failure,High,Closed,17.1,3.0,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0049
TCK0003658,CUST004728,2024-11-06,Billing & Payments,Refund request,High,Pending,,,"Please process a refund, I was charged after cancellation and this needs to be corrected quickly.",AGT0040
TCK0003659,CUST004729,2026-02-28,Streaming Quality,Low resolution,Low,Resolved,27.3,4.0,Even on the premium plan the video quality looks like standard definition on my smart TV.,AGT0033
TCK0003660,CUST004729,2026-03-17,Billing & Payments,Duplicate charge,Medium,Resolved,42.3,4.0,"I was billed twice for the same month, please refund the extra charge as soon as possible.",AGT0040
TCK0003661,CUST004731,2022-04-30,Account Access,Login failure,High,Resolved,2.2,3.0,"Login keeps failing after the recent app update, this has been going on for two days now.",AGT0109
TCK0003662,CUST004733,2025-12-04,Device & App,App not loading,Low,Resolved,23.2,5.0,The app does not load past the splash screen on my gaming console since the last update.,AGT0024
TCK0003663,CUST004733,2025-10-20,Account Access,Login failure,Low,Resolved,17.3,3.0,"Login keeps failing after the recent app update, this has been going on for two days now.",AGT0090
TCK0003664,CUST004734,2025-12-03,Account Access,Account locked,High,Resolved,42.4,2.0,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0094
TCK0003665,CUST004735,2025-10-09,Subscription,Plan upgrade request,High,Resolved,9.8,4.0,I want to upgrade to the premium plan for better video quality and more simultaneous streams.,AGT0024
TCK0003666,CUST004736,2024-11-10,Billing & Payments,Refund request,Medium,Pending,,,I want to request a refund since I cancelled within the trial period but was still charged the full amount.,AGT0104
TCK0003667,CUST004737,2026-04-16,Device & App,Device not supported,Low,Resolved,12.8,5.0,My new smart TV model shows the app as unsupported even though older models work fine.,AGT0100
TCK0003668,CUST004738,2026-03-20,Billing & Payments,Invoice question,Medium,Resolved,17.8,4.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0105
TCK0003669,CUST004739,2025-10-28,Streaming Quality,Audio sync issue,High,Closed,15.2,1.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0063
TCK0003670,CUST004741,2023-07-12,Account Access,Email verification issue,High,Resolved,15.8,1.0,The verification email never arrived after I updated my email address in account settings.,AGT0002
TCK0003671,CUST004741,2025-06-13,Streaming Quality,Audio sync issue,High,Resolved,1.4,3.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0104
TCK0003672,CUST004745,2020-01-20,Device & App,Device not supported,Critical,Resolved,33.5,4.0,My new smart TV model shows the app as unsupported even though older models work fine.,AGT0116
TCK0003673,CUST004746,2025-11-12,Streaming Quality,App crashing,Low,Closed,43.9,3.0,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0007
TCK0003674,CUST004746,2024-11-12,Billing & Payments,Refund request,Critical,Resolved,8.2,4.0,"Please process a refund, I was charged after cancellation and this needs to be corrected quickly.",AGT0006
TCK0003675,CUST004747,2020-12-21,Billing & Payments,Invoice question,Medium,Resolved,20.0,1.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0057
TCK0003676,CUST004747,2022-06-05,Content,Missing subtitles,Low,Closed,2.8,1.0,Subtitles are missing for several titles in my preferred language even though it is listed as available.,AGT0067
TCK0003677,CUST004748,2025-05-05,Billing & Payments,Failed payment,Medium,Resolved,20.4,2.0,"Card declined during renewal, I had to retry three times before it finally went through and I am frustrated with this.",AGT0054
TCK0003678,CUST004752,2022-02-21,Billing & Payments,Invoice question,High,Closed,10.4,4.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0119
TCK0003679,CUST004753,2023-04-18,Streaming Quality,Audio sync issue,Medium,Resolved,55.1,2.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0069
TCK0003680,CUST004756,2025-04-24,Billing & Payments,Refund request,High,Resolved,33.7,4.0,I want to request a refund since I cancelled within the trial period but was still charged the full amount.,AGT0091
TCK0003681,CUST004757,,Billing & Payments,Price dispute,Low,Pending,,,The price increased without any prior notice and I am not happy paying more for the same plan.,AGT0051
TCK0003682,CUST004757,2024-07-30,Streaming Quality,Buffering,High,Resolved,42.6,3.0,Streaming keeps buffering constantly even though my internet speed test shows more than enough bandwidth.,AGT0020
TCK0003683,CUST004758,2024-03-01,Account Access,Account locked,Low,Closed,1.9,5.0,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0054
TCK0003684,CUST004758,2024-09-12,Billing & Payments,Failed payment,Medium,Closed,38.0,2.0,"My payment failed twice this month even though my card has sufficient balance, and I still lost access to my account.",AGT0103
TCK0003685,CUST004762,2025-07-24,Device & App,Sync across devices,High,Resolved,1.0,5.0,My watch history does not sync between my phone and my TV even though I am logged into the same account.,AGT0061
TCK0003686,CUST004763,2024-09-14,Subscription,Auto-renew complaint,Low,Closed,58.9,3.0,I was auto renewed without any reminder notification and would like a refund for this cycle.,AGT0059
TCK0003687,CUST004767,2025-01-12,Subscription,Auto-renew complaint,Low,Resolved,17.4,3.0,I was auto renewed without any reminder notification and would like a refund for this cycle.,AGT0082
TCK0003688,CUST004769,2026-06-20,Account Access,Login failure,High,Pending,,,"I cannot log into my account from my phone even though the password is correct, it keeps saying invalid credentials.",AGT0117
TCK0003689,CUST004770,2024-04-11,Subscription,Cancellation request,Medium,Escalated,,,"I want to cancel my subscription immediately, I have not been using the service for the last few months.",AGT0003
TCK0003690,CUST004770,2025-12-04,Streaming Quality,Buffering,Medium,Escalated,,,The video quality drops and buffers every evening during peak hours which is very annoying.,AGT0079
TCK0003691,CUST004771,2023-11-08,Streaming Quality,Low resolution,Medium,Pending,,,Even on the premium plan the video quality looks like standard definition on my smart TV.,AGT0112
TCK0003692,CUST004773,2026-06-15,Streaming Quality,Audio sync issue,Medium,Resolved,17.6,3.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0094
TCK0003693,CUST004773,2022-07-07,Account Access,Email verification issue,Medium,Pending,,,The verification email never arrived after I updated my email address in account settings.,AGT0045
TCK0003694,CUST004773,2026-01-11,Billing & Payments,Invoice question,Critical,Closed,9.2,3.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0011
TCK0003695,CUST004773,2022-07-24,Subscription,Auto-renew complaint,High,Resolved,23.8,5.0,I was auto renewed without any reminder notification and would like a refund for this cycle.,AGT0115
TCK0003696,CUST004774,2025-07-03,Content,Content removed,Medium,Resolved,19.3,4.0,A show I was halfway through watching was removed from the platform with no notice at all.,AGT0093
TCK0003697,CUST004776,2026-03-30,Subscription,Auto-renew complaint,Medium,Resolved,12.4,2.0,I was auto renewed without any reminder notification and would like a refund for this cycle.,AGT0028
TCK0003698,CUST004779,2024-11-04,Device & App,App not loading,High,Closed,21.5,2.0,The app does not load past the splash screen on my gaming console since the last update.,AGT0016
TCK0003699,CUST004783,2023-12-23,Billing & Payments,Failed payment,Medium,Resolved,37.0,3.0,"My payment failed twice this month even though my card has sufficient balance, and I still lost access to my account.",AGT0047
TCK0003700,CUST004784,2024-08-30,Billing & Payments,Price dispute,Low,Resolved,9.0,4.0,The price increased without any prior notice and I am not happy paying more for the same plan.,AGT0118
TCK0003701,CUST004786,2025-11-23,Billing & Payments,Price dispute,High,Resolved,5.8,4.0,I did not receive any communication about the plan price change and feel this was handled poorly.,AGT0077
TCK0003702,CUST004787,2026-05-08,Billing & Payments,Failed payment,Critical,Resolved,2.7,2.0,"My payment failed twice this month even though my card has sufficient balance, and I still lost access to my account.",AGT0030
TCK0003703,CUST004790,2025-12-11,Streaming Quality,Buffering,Low,Resolved,14.1,5.0,The video quality drops and buffers every evening during peak hours which is very annoying.,AGT0054
TCK0003704,CUST004791,2024-11-24,Subscription,Plan downgrade request,High,Closed,12.8,3.0,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0093
TCK0003705,CUST004793,2026-02-23,Content,Content unavailable in region,Low,Resolved,9.2,3.0,Several titles I could watch last month are now unavailable in my region without any explanation.,AGT0063
TCK0003706,CUST004795,2024-06-02,Device & App,App not loading,Low,Resolved,0.5,3.0,The app does not load past the splash screen on my gaming console since the last update.,AGT0045
TCK0003707,CUST004797,2022-10-15,Streaming Quality,App crashing,Low,Resolved,26.8,3.0,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0053
TCK0003708,CUST004797,2022-09-20,Content,Missing subtitles,Low,Closed,26.7,4.0,Subtitles are missing for several titles in my preferred language even though it is listed as available.,AGT0110
TCK0003709,CUST004802,2026-02-27,Billing & Payments,Failed payment,Low,Resolved,19.5,3.0,"I was charged but the payment shows as failed on my end, please check and confirm my subscription status.",AGT0078
TCK0003710,CUST004802,2026-01-27,Device & App,Download failure,Medium,Resolved,5.3,4.0,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0020
TCK0003711,CUST004804,2025-10-15,Billing & Payments,Invoice question,Medium,Resolved,1.2,4.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0017
TCK0003712,CUST004805,2024-10-19,Streaming Quality,App crashing,High,Closed,21.9,2.0,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0060
TCK0003713,CUST004805,2025-08-04,Streaming Quality,Low resolution,Low,Resolved,15.1,2.0,Even on the premium plan the video quality looks like standard definition on my smart TV.,AGT0102
TCK0003714,CUST004806,2025-02-15,Account Access,Login failure,Medium,Closed,87.0,5.0,"Login keeps failing after the recent app update, this has been going on for two days now.",AGT0020
TCK0003715,CUST004807,2025-02-11,Account Access,Account locked,Medium,Pending,,,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0055
TCK0003716,CUST004807,2025-02-26,Streaming Quality,Audio sync issue,High,Resolved,17.2,1.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0073
TCK0003717,CUST004807,2023-12-24,Streaming Quality,Audio sync issue,Low,Resolved,6.6,2.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0045
TCK0003718,CUST004809,2025-11-27,Streaming Quality,Low resolution,Low,Resolved,20.2,3.0,Even on the premium plan the video quality looks like standard definition on my smart TV.,AGT0113
TCK0003719,CUST004810,2026-02-15,Content,Missing subtitles,Medium,Resolved,64.9,3.0,Subtitles are missing for several titles in my preferred language even though it is listed as available.,AGT0058
TCK0003720,CUST004815,2024-09-11,Streaming Quality,Audio sync issue,High,Closed,17.1,1.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0062
TCK0003721,CUST004817,2026-04-02,Billing & Payments,Duplicate charge,Low,Escalated,,,There are two identical transactions on my statement for this billing cycle which should not have happened.,AGT0096
TCK0003722,CUST004820,2021-09-05,Billing & Payments,Invoice question,High,Resolved,24.3,1.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0001
TCK0003723,CUST004821,2025-09-01,Account Access,Email verification issue,Low,Resolved,22.1,2.0,The verification email never arrived after I updated my email address in account settings.,AGT0047
TCK0003724,CUST004822,2025-04-04,Device & App,Sync across devices,Critical,Resolved,1.7,4.0,My watch history does not sync between my phone and my TV even though I am logged into the same account.,AGT0035
TCK0003725,CUST004823,2026-06-30,Streaming Quality,App crashing,Low,Resolved,1.6,3.0,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0039
TCK0003726,CUST004825,2024-09-20,Device & App,Sync across devices,Medium,Resolved,34.0,5.0,My watch history does not sync between my phone and my TV even though I am logged into the same account.,AGT0120
TCK0003727,CUST004826,2026-05-05,Streaming Quality,App crashing,Low,Resolved,2.8,2.0,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0056
TCK0003728,CUST004828,2024-11-26,Device & App,Download failure,Low,Resolved,38.7,5.0,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0097
TCK0003729,CUST004828,2026-04-20,Streaming Quality,Buffering,High,Resolved,7.6,2.0,Streaming keeps buffering constantly even though my internet speed test shows more than enough bandwidth.,AGT0044
TCK0003730,CUST004828,2024-12-06,Billing & Payments,Duplicate charge,Low,Escalated,,,There are two identical transactions on my statement for this billing cycle which should not have happened.,AGT0033
TCK0003731,CUST004828,2025-08-27,Account Access,Account locked,Critical,Resolved,18.8,2.0,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0030
TCK0003732,CUST004834,2025-12-19,Billing & Payments,Failed payment,Medium,Escalated,,,"I was charged but the payment shows as failed on my end, please check and confirm my subscription status.",AGT0076
TCK0003733,CUST004836,2023-05-17,Account Access,Login failure,Low,Resolved,2.5,4.0,"I cannot log into my account from my phone even though the password is correct, it keeps saying invalid credentials.",AGT0087
TCK0003734,CUST004837,2024-03-25,Account Access,Account locked,High,Resolved,19.9,4.0,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0070
TCK0003735,CUST004838,2021-01-01,Content,Content unavailable in region,Medium,Resolved,6.3,2.0,Several titles I could watch last month are now unavailable in my region without any explanation.,AGT0066
TCK0003736,CUST004838,2025-11-21,Streaming Quality,Buffering,Medium,Closed,5.0,2.0,The video quality drops and buffers every evening during peak hours which is very annoying.,AGT0088
TCK0003737,CUST004839,2026-06-22,Content,Missing subtitles,Low,Closed,3.4,3.0,Subtitles are missing for several titles in my preferred language even though it is listed as available.,AGT0039
TCK0003738,CUST004843,2022-06-19,Billing & Payments,Price dispute,Medium,Closed,3.0,2.0,The price increased without any prior notice and I am not happy paying more for the same plan.,AGT0026
TCK0003739,CUST004845,2025-09-04,Account Access,Email verification issue,Critical,Resolved,1.0,3.0,The verification email never arrived after I updated my email address in account settings.,AGT0097
TCK0003740,CUST004846,2024-02-28,Streaming Quality,App crashing,Medium,Pending,,,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0101
TCK0003741,CUST004850,2023-12-04,Billing & Payments,Invoice question,Medium,Escalated,,,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0018
TCK0003742,CUST004851,2026-04-02,Subscription,Plan downgrade request,Medium,Pending,,,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0115
TCK0003743,CUST004854,2024-08-01,Streaming Quality,Buffering,Low,Closed,19.2,2.0,Streaming keeps buffering constantly even though my internet speed test shows more than enough bandwidth.,AGT0071
TCK0003744,CUST004854,2024-04-02,Billing & Payments,Failed payment,High,Pending,,,"Card declined during renewal, I had to retry three times before it finally went through and I am frustrated with this.",AGT0089
TCK0003745,CUST004858,2022-02-23,Streaming Quality,App crashing,Low,Resolved,17.3,5.0,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0044
TCK0003746,CUST004859,2025-02-10,Streaming Quality,App crashing,Medium,Resolved,29.3,4.0,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0086
TCK0003747,CUST004862,2023-08-04,Subscription,Plan upgrade request,Low,Resolved,6.2,4.0,I want to upgrade to the premium plan for better video quality and more simultaneous streams.,AGT0013
TCK0003748,CUST004864,2024-12-26,Billing & Payments,Failed payment,Low,Resolved,70.7,2.0,"Card declined during renewal, I had to retry three times before it finally went through and I am frustrated with this.",AGT0049
TCK0003749,CUST004865,2025-08-01,Content,Missing subtitles,Low,Resolved,2.7,3.0,Subtitles are missing for several titles in my preferred language even though it is listed as available.,AGT0078
TCK0003750,CUST004865,2022-09-06,Billing & Payments,Refund request,Medium,Escalated,,,I want to request a refund since I cancelled within the trial period but was still charged the full amount.,AGT0014
TCK0003751,CUST004865,2025-08-31,Account Access,Login failure,Medium,Resolved,2.0,3.0,"I cannot log into my account from my phone even though the password is correct, it keeps saying invalid credentials.",AGT0099
TCK0003752,CUST004866,2024-10-30,Billing & Payments,Price dispute,Medium,Resolved,13.9,3.0,The price increased without any prior notice and I am not happy paying more for the same plan.,AGT0096
TCK0003753,CUST004867,2026-04-26,Billing & Payments,Invoice question,Low,Resolved,20.4,4.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0090
TCK0003754,CUST004869,2022-05-23,Billing & Payments,Failed payment,Low,Closed,21.7,4.0,"Card declined during renewal, I had to retry three times before it finally went through and I am frustrated with this.",AGT0114
TCK0003755,CUST004871,2025-09-01,Account Access,Email verification issue,Medium,Escalated,,,The verification email never arrived after I updated my email address in account settings.,AGT0042
TCK0003756,CUST004872,2022-04-22,Device & App,Device not supported,Low,Resolved,4.7,5.0,My new smart TV model shows the app as unsupported even though older models work fine.,AGT0105
TCK0003757,CUST004873,2026-03-18,Subscription,Plan upgrade request,Low,Pending,,,I want to upgrade to the premium plan for better video quality and more simultaneous streams.,AGT0029
TCK0003758,CUST004874,2025-03-19,Streaming Quality,Buffering,Medium,Closed,19.4,3.0,The video quality drops and buffers every evening during peak hours which is very annoying.,AGT0027
TCK0003759,CUST004876,2020-06-17,Billing & Payments,Duplicate charge,Medium,Resolved,14.3,5.0,"I was billed twice for the same month, please refund the extra charge as soon as possible.",AGT0067
